UID_01,VARIANT_FLAG,STUDCOUNT,OTHSTUDCOUNT,BIOCHEMICAL_NAME_IMS,HMDB_BIOCHEMICAL_NAME,METABOLON_BIOCHEMICAL_NAME,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,BIOCHEMICAL_NAME4,BIOCHEMICAL_NAME5,BIOCHEMICAL_NAME6,BIOCHEMICAL_NAME7,BIOCHEMICAL_NAME8,BIOCHEMICAL_NAME9,BIOCHEMICAL_NAME10,BIOCHEMICAL_NAME11,BIOCHEMICAL_NAME12,BIOCHEMICAL_NAME13,BIOCHEMICAL_NAME14,BIOCHEMICAL_NAME15,BIOCHEMICAL_NAME16,BIOCHEMICAL_NAME17,BIOCHEMICAL_NAME18,BIOCHEMICAL_NAME19,BIOCHEMICAL_NAME20,BIOCHEMICAL_NAME21,BIOCHEMICAL_NAME22,BIOCHEMICAL_NAME23,BIOCHEMICAL_NAME24,BIOCHEMICAL_NAME25,BIOCHEMICAL_NAME26,BIOCHEMICAL_NAME27,BIOCHEMICAL_NAME28,BIOCHEMICAL_NAME29,BIOCHEMICAL_NAME30,BIOCHEMICAL_NAME31,BIOCHEMICAL_NAME32,BIOCHEMICAL_NAME33,CHEMICAL_ID1,CHEMICAL_ID2,COMP_ID1,COMP_ID2,COMP_ID3,COMP_ID4,COMP_ID5,COMP_ID6,COMP_ID7,COMP_ID8,COMP_ID9,COMP_ID10,COMP_ID11,COMP_ID12,COMP_ID13,COMP_ID14,COMP_ID15,COMP_ID16,COMP_ID17,COMP_ID18,COMP_ID19,COMP_ID20,COMP_ID21,COMP_ID22,COMP_ID23,COMP_ID24,COMP_ID25,COMP_ID26,COMP_ID27,COMP_ID28,COMP_ID29,COMP_ID30,COMP_ID31,COMP_ID32,COMP_ID33,COMP_ID34,COMP_ID35,COMP_ID36,PUBCHEM1,PUBCHEM2,PUBCHEM3,PUBCHEM4,PUBCHEM5,HMDB_ID1,HMDB_ID2,HMDB_ID3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,NCI_METABOLON_NAME4,NCI_METABOLON_NAME5,NCI_METABOLON_NAME6,NCI_METABOLON_NAME7,NCI_METABOLON_NAME8,NCI_METABOLON_NAME9,NCI_METABOLON_NAME10,NCI_METABOLON_NAME11,NCI_METABOLON_NAME12,NCI_METABOLON_NAME13,NCI_METABOLON_NAME14,NCI_METABOLON_NAME15,NCI_METABOLON_NAME16,NCI_METABOLON_NAME17,NCI_METABOLON_NAME18,NCI_METABOLON_NAME19,NCI_METABOLON_NAME20,NCI_METABOLON_NAME21,NCI_METABOLON_NAME22,NCI_METABOLON_NAME23,NCI_METABOLON_NAME24,NCI_METABOLON_NAME25,NCI_METABOLON_NAME26,NCI_METABOLON_NAME27,NCI_METABOLON_NAME28,CAS1,CAS2,CAS3,CAS4,CAS5,INCHI1,INCHI2,INCHIKEY1,INCHIKEY2,CHEBI1,CHEBI2,CHEMSPIDER1,CHEMSPIDER2,CHEMSPIDER3,KEGG1,KEGG2,KEGG3,KEGG4,SUPER_PATHWAY1,SUPER_PATHWAY2,SUPER_PATHWAY3,SUPER_PATHWAY4,SUPER_PATHWAY5,SUB_PATHWAY1,SUB_PATHWAY2,SUB_PATHWAY3,SUB_PATHWAY4,SUB_PATHWAY5,SUB_PATHWAY6,SUB_PATHWAY7,HMDB_CLASS,HMDB_PARENT,HMDB_KINGDOM,HMDB_SUB_CLASS,HMDB_SUPER_CLASS,HMDB_CLASS2,HMDB_PARENT2,HMDB_SUB_CLASS2,HMDB_SUPER_CLASS2,HMDB_BIOCHEMICAL_NAME2,REFMET_NAME,MAIN_CLASS,SUB_CLASS,PRIMARY_CLASS_COMB,SECONDARY_CLASS_COMB,ABC_BROAD_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME1,ARIC_BATCH2_METABOLON_NAME2,ARIC_BATCH2_METABOLON_NAME3,ARIC_BATCH2_METABOLON_NAME4,CAMP_BIONAME,CAMP_NAME,FENLAND_BIOCRATES_NAME,FENLAND_METABOLON_NAME1,FENLAND_METABOLON_NAME2,FENLAND_METABOLON_NAME3,PLCO_RCC_BROAD_NAME,SHANGHAI_BRAINSHAKE_NAME,SHANGHAI_CHD_METABOLON_NAME,TWINSUK_BIONAME_V3,TWINSUK_BIONAME_V41,TWINSUK_BIONAME_V42,TWINSUK_NAME_V3,TWINSUK_NAME_V41,TWINSUK_NAME_V42,TWINSUK_NAME_V43,VDAART_BIONAME,VDAART_NAME,BRAINSHAKE_NAME,UCLEB_NMR_NAME,HCI_WCMC_NAME,COMMENTS,PLCO_NAME,CPS2M_NAME,BAEPENDI_NAME,CPS2F_NAME,ATBC1_NAME,ATBC2_NAME,ATBC3_NAME,SPA1_NAME,SPA2_NAME,SBR_NAME,HABC_NAME,WHISERUM_NAME,MROS_NAME,BWHHS_NAME,DPP_NAME,COLO_NAME,COPSA_NAME,WIHS_NAME,TWINSUK_NAME,WELL_NAME,CORSA_NAME,ALSPAC_NAME,BIBMOTHER_NAME,BIB_NAME,SABRE_NAME,TWINS_BIOC_NAME,TWINS_BSHK_NAME,TWINSV4_NAME,AIRWAVE_NAME,SMHS_NAME,GENECARD_NAME,ATBC_APR13_NAME,ATBC_DEC13_NAME,ATBC_SEP14_NAME,ARIC_NAME,EPIC_BMRI_NAME,EPIC_LIVER_NAME,EPIC_KIDNEY_NAME,EPIC_BREAST_NAME,EPIC_COLORECT_NAME,EPIC_PROST_NAME,NSHDS_NAME,WOMIN_NAME,WHI2_NAME,ESTONIA_NAME,NHS2_NAME,NHS1_NAME,TMCS_NAME,VDAART_AGE1_NAME,WHI_NAME,CAPS_NAME,CAMP1_NAME,VDAART_HARMFLG,PLCO_HARMFLG,CPS2M_HARMFLG,BAEPENDI_HARMFLG,CPS2F_HARMFLG,ATBC1_HARMFLG,ATBC2_HARMFLG,ATBC3_HARMFLG,SPA1_HARMFLG,SPA2_HARMFLG,SBR_HARMFLG,HABC_HARMFLG,MROS_HARMFLG,BWHHS_HARMFLG,DPP_HARMFLG,COLO_HARMFLG,COPSA_HARMFLG,WIHS_HARMFLG,TWINSUK_HARMFLG,WELL_HARMFLG,CORSA_HARMFLG,ALSPAC_HARMFLG,BIBMOTHER_HARMFLG,BIB_HARMFLG,SABRE_HARMFLG,TWINS_BIOC_HARMFLG,TWINS_BSHK_HARMFLG,TWINSV4_HARMFLG,AIRWAVE_HARMFLG,SMHS_HARMFLG,GENECARD_HARMFLG,ATBC_APR13_HARMFLG,ATBC_DEC13_HARMFLG,ATBC_SEP14_HARMFLG,ARIC_HARMFLG,EPIC_BMRI_HARMFLG,EPIC_LIVER_HARMFLG,EPIC_KIDNEY_HARMFLG,EPIC_BREAST_HARMFLG,NSHDS_HARMFLG,WOMIN_HARMFLG,WHI2_HARMFLG,ESTONIA_HARMFLG,NHS2_HARMFLG,NHS1_HARMFLG,TMCS_HARMFLG,VDAART_AGE1_HARMFLG,WHI_HARMFLG,CAPS_HARMFLG,CAMP1_HARMFLG,ABC_BROAD_HARMFLG,ARIC_BATCH1_METABOLON_HARMFLG,ARIC_BATCH2_METABOLON_HARMFLG1,ARIC_BATCH2_METABOLON_HARMFLG2,ARIC_BATCH2_METABOLON_HARMFLG3,ARIC_BATCH2_METABOLON_HARMFLG4,CAMP_HARMFLG,FENLAND_BIOCRATES_HARMFLG,FENLAND_METABOLON_HARMFLG1,FENLAND_METABOLON_HARMFLG2,FENLAND_METABOLON_HARMFLG3,PLCO_RCC_BROAD_HARMFLG,SHANGHAI_BRAINSHAKE_HARMFLG,SHANGHAI_CHD_METABOLON_HARMFLG,TWINSUK_BIOHARMFLG_V3,TWINSUK_BIOHARMFLG_V41,TWINSUK_BIOHARMFLG_V42,TWINSUK_HARMFLG_V3,TWINSUK_HARMFLG_V41,TWINSUK_HARMFLG_V42,TWINSUK_HARMFLG_V43,BRAINSHAKE_HARMFLG,UCLEB_NMR_HARMFLG,HCI_WCMC_HARMFLG,NCI_METABOLON_HARMFLG,SOURCE_DATE,SOURCE_STUDY,SOURCE_FILE,RETIRED_ID_LIST,RETIRED_FLAG,N_RETIRED,RETIRED_TYPE,RET_COMM,METSUM_ONLY
COMP32549_32786_46497_M32786,1,0,1,X - 02269 (X - 11469) TWINSUK V4-M32786,,,X - 02269 (X - 11469) TWINSUK V4-M32786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32549,32786,46497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32753_46355_M32753,1,0,1,X - 09789 TWINSUK V4-M32753,,,X - 09789 TWINSUK V4-M32753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32753,46355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32616_46592_M32616,1,0,1,X - 11299 TWINSUK V4-M32616,,,X - 11299 TWINSUK V4-M32616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32616,46592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32632_46609_49592_49613_M32632,1,0,1,X - 11315 TWINSUK V4-M32632,,,X - 11315 TWINSUK V4-M32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32632,46609,49592,49613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32689_46594_M32689,1,0,1,X - 11372 TWINSUK V4-M32689,,,X - 11372 TWINSUK V4-M32689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32689,46594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32698_32745_46347_SBR1,1,1,0,X - 11381_2,,,X - 11381_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11381_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11381_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0
COMP32724_32750_46596_SBR1,1,1,0,X - 11407_2,,,X - 11407_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11407_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11407_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0
COMP32755_46598_M32755,1,0,1,X - 11438 TWINSUK V4-M32755,,,X - 11438 TWINSUK V4-M32755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32755,46598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32757_46599_M32757,1,0,1,X - 11440 TWINSUK V4-M32757,,,X - 11440 TWINSUK V4-M32757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32757,46599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32758_46360_M32758,1,0,1,X - 11441 TWINSUK V4-M32758,,,X - 11441 TWINSUK V4-M32758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32758,46360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32759_46443_M32759,1,0,1,X - 11442 TWINSUK V4-M32759,,,X - 11442 TWINSUK V4-M32759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32759,46443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32761_46460_37727_M32761,1,0,1,X - 11444 or X - 15479 TWINSUK V4-M32761,,,X - 11444 or X - 15479 TWINSUK V4-M32761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32761,37727,46460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32549_32786_46497_ATBC2,1,1,0,X - 11469,,,X - 11469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_11469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0
COMP32787_46601_M32787,1,0,1,X - 11470 TWINSUK V4-M32787,,,X - 11470 TWINSUK V4-M32787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32787,46601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32795_46602_M32795,1,0,1,X - 11478 TWINSUK V4-M32795,,,X - 11478 TWINSUK V4-M32795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32795,46602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32808_47651_M32808,1,0,1,X - 11491 TWINSUK V4-M32808,,,X - 11491 TWINSUK V4-M32808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32808,47651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32847_46603_M32847,1,0,1,X - 11530 TWINSUK V4-M32847,,,X - 11530 TWINSUK V4-M32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32847,46603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
COMP32855_46604_M32855,1,0,1,X - 11538 TWINSUK V4-M32855,,,X - 11538 TWINSUK V4-M32855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32855,46604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M32855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
BIOCHEM_X_11802,0,1,0,X - 11802,,,X - 11802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_543,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/10/2018,womin,Harmonizatio,,,,,,0
COMP39850,0,1,0,X - 17180,,X - 17180,X - 11805,X-17180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X_17180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_544,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
BIOCHEM_X_11909,0,1,0,X - 11909,,,X - 11909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_559,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/10/2018,womin,Harmonizatio,,,,,,0
